id_customer,id_offer,num_times_received,num_times_viewed,num_times_completed,offer_successful,reward,duration,difficulty,email,mobile,social,web,offer_bogo,offer_discount,offer_informational,income,membership_days,membership_year,gender_F,gender_M,gender_O,Baby_Boomer,Gen-X,Millenial,Gen-Z
7249,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,60000.0,1181,2017,1,0,0,0,1,0,0
5519,7.0,2,0,1,1,5,7,5,1,1,0,1,1,0,0,44000.0,1783,2016,1,0,0,0,1,0,0
9874,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,114000.0,1258,2017,1,0,0,1,0,0,0
7526,2.0,2,2,2,1,3,7,7,1,1,1,1,0,1,0,47000.0,1600,2016,0,1,0,0,0,0,1
1239,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,96000.0,1173,2017,0,1,0,0,1,0,0
14132,7.0,1,0,0,0,5,7,5,1,1,0,1,1,0,0,95000.0,918,2018,0,1,0,0,1,0,0
1687,6.0,2,2,0,0,0,3,0,1,1,1,0,0,0,1,56000.0,1218,2017,1,0,0,0,1,0,0
2901,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,37000.0,1150,2017,1,0,0,1,0,0,0
6858,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,57000.0,1414,2017,0,1,0,1,0,0,0
16160,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,66000.0,1332,2017,1,0,0,1,0,0,0
5067,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,46000.0,1051,2018,0,1,0,1,0,0,0
15543,2.0,1,1,0,0,3,7,7,1,1,1,1,0,1,0,71000.0,1098,2017,0,1,0,0,0,1,0
1523,2.0,2,2,1,1,3,7,7,1,1,1,1,0,1,0,58000.0,998,2018,1,0,0,0,0,1,0
8275,6.0,2,2,0,0,0,3,0,1,1,1,0,0,0,1,51000.0,2634,2013,0,1,0,0,1,0,0
5594,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,79000.0,940,2018,1,0,0,0,1,0,0
8621,8.0,2,2,2,1,10,7,10,1,1,1,0,1,0,0,67000.0,1630,2016,0,1,0,1,0,0,0
3657,4.0,3,1,0,0,0,4,0,1,1,0,1,0,0,1,66000.0,1106,2017,0,1,0,0,1,0,0
6751,4.0,2,1,0,0,0,4,0,1,1,0,1,0,0,1,68000.0,1874,2015,0,1,0,0,0,0,1
9108,1.0,1,0,1,1,5,10,20,1,0,0,1,0,1,0,69000.0,895,2018,0,1,0,1,0,0,0
2293,1.0,1,1,0,0,5,10,20,1,0,0,1,0,1,0,87000.0,1173,2017,1,0,0,1,0,0,0
2610,3.0,2,1,1,1,2,7,10,1,1,0,1,0,1,0,85000.0,1922,2015,1,0,0,1,0,0,0
10863,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,66000.0,2540,2013,0,1,0,0,1,0,0
2173,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,69000.0,930,2018,0,1,0,0,0,0,1
2270,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,56000.0,1055,2018,0,1,0,0,1,0,0
16909,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,67000.0,1092,2017,1,0,0,0,1,0,0
13359,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,58000.0,1040,2018,0,1,0,1,0,0,0
14351,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,80000.0,1403,2017,0,1,0,0,1,0,0
1551,7.0,1,0,0,0,5,7,5,1,1,0,1,1,0,0,33000.0,926,2018,0,1,0,1,0,0,0
7571,7.0,1,1,0,0,5,7,5,1,1,0,1,1,0,0,49000.0,1299,2017,1,0,0,0,0,0,1
1005,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,50000.0,1203,2017,0,1,0,1,0,0,0
6318,1.0,3,0,0,0,5,10,20,1,0,0,1,0,1,0,42000.0,893,2018,0,1,0,0,1,0,0
14390,8.0,2,2,2,1,10,7,10,1,1,1,0,1,0,0,64000.0,1151,2017,0,1,0,0,1,0,0
3211,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,77000.0,1003,2018,1,0,0,1,0,0,0
16836,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,77000.0,1087,2017,1,0,0,1,0,0,0
4429,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,51000.0,889,2018,1,0,0,0,1,0,0
2893,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,63000.0,960,2018,0,1,0,0,0,0,1
13048,2.0,2,2,2,1,3,7,7,1,1,1,1,0,1,0,57000.0,1175,2017,1,0,0,0,1,0,0
1205,8.0,1,1,0,0,10,7,10,1,1,1,0,1,0,0,60000.0,2191,2014,0,1,0,0,1,0,0
4178,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,85000.0,1368,2017,1,0,0,0,1,0,0
9196,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,85000.0,1691,2016,1,0,0,0,1,0,0
1165,1.0,1,1,1,1,5,10,20,1,0,0,1,0,1,0,92000.0,1586,2016,0,1,0,0,1,0,0
2145,1.0,1,0,0,0,5,10,20,1,0,0,1,0,1,0,44000.0,2022,2015,0,1,0,0,1,0,0
6535,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,72000.0,922,2018,0,1,0,0,1,0,0
2330,3.0,2,0,2,1,2,7,10,1,1,0,1,0,1,0,83000.0,1450,2016,1,0,0,1,0,0,0
9735,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,62000.0,994,2018,0,1,0,0,1,0,0
6152,3.0,1,0,0,0,2,7,10,1,1,0,1,0,1,0,57000.0,995,2018,0,0,1,1,0,0,0
266,1.0,3,1,2,1,5,10,20,1,0,0,1,0,1,0,66000.0,2255,2014,0,1,0,1,0,0,0
3447,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,69000.0,1131,2017,1,0,0,0,1,0,0
8024,2.0,2,2,1,1,3,7,7,1,1,1,1,0,1,0,89000.0,1720,2016,1,0,0,1,0,0,0
12312,2.0,2,2,1,1,3,7,7,1,1,1,1,0,1,0,44000.0,1216,2017,0,1,0,1,0,0,0
8172,2.0,1,1,0,0,3,7,7,1,1,1,1,0,1,0,53000.0,1130,2017,0,1,0,0,1,0,0
11392,3.0,1,0,0,0,2,7,10,1,1,0,1,0,1,0,54000.0,1002,2018,1,0,0,1,0,0,0
859,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,54000.0,913,2018,1,0,0,1,0,0,0
14026,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,61000.0,1400,2017,0,1,0,0,0,0,1
4057,3.0,1,0,0,0,2,7,10,1,1,0,1,0,1,0,35000.0,1122,2017,0,1,0,0,0,1,0
9052,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,105000.0,1102,2017,1,0,0,1,0,0,0
5218,7.0,2,1,2,1,5,7,5,1,1,0,1,1,0,0,64000.0,1097,2017,1,0,0,1,0,0,0
11590,10.0,2,2,0,0,2,10,10,1,1,1,1,0,1,0,93000.0,955,2018,0,1,0,1,0,0,0
13977,7.0,2,2,2,1,5,7,5,1,1,0,1,1,0,0,73000.0,1713,2016,0,1,0,1,0,0,0
13809,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,79000.0,1650,2016,0,1,0,0,1,0,0
10580,9.0,2,2,2,1,5,5,5,1,1,1,1,1,0,0,70000.0,1084,2017,0,1,0,0,1,0,0
11695,8.0,2,2,2,1,10,7,10,1,1,1,0,1,0,0,118000.0,1396,2017,0,1,0,0,1,0,0
5686,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,46000.0,967,2018,0,1,0,0,0,0,1
5740,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,58000.0,1908,2015,0,1,0,1,0,0,0
11412,4.0,2,1,0,0,0,4,0,1,1,0,1,0,0,1,38000.0,877,2018,0,1,0,1,0,0,0
11691,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,99000.0,1895,2015,1,0,0,0,1,0,0
12779,7.0,1,0,1,1,5,7,5,1,1,0,1,1,0,0,45000.0,949,2018,0,1,0,1,0,0,0
6074,7.0,1,0,0,0,5,7,5,1,1,0,1,1,0,0,67000.0,971,2018,1,0,0,0,0,1,0
11625,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,53000.0,879,2018,0,1,0,0,1,0,0
6955,6.0,1,0,0,0,0,3,0,1,1,1,0,0,0,1,106000.0,886,2018,1,0,0,1,0,0,0
7678,4.0,2,0,0,0,0,4,0,1,1,0,1,0,0,1,95000.0,1443,2016,1,0,0,1,0,0,0
15385,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,74000.0,1804,2016,1,0,0,0,1,0,0
10491,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,59000.0,1122,2017,1,0,0,1,0,0,0
5220,2.0,2,2,0,0,3,7,7,1,1,1,1,0,1,0,103000.0,941,2018,1,0,0,1,0,0,0
2854,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,101000.0,1914,2015,0,1,0,1,0,0,0
3178,10.0,2,2,2,1,2,10,10,1,1,1,1,0,1,0,62000.0,1744,2016,0,1,0,1,0,0,0
3422,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,99000.0,1092,2017,1,0,0,1,0,0,0
1545,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,30000.0,998,2018,0,1,0,1,0,0,0
10106,5.0,2,2,2,1,10,5,10,1,1,1,1,1,0,0,114000.0,1925,2015,1,0,0,1,0,0,0
5838,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,61000.0,2061,2015,1,0,0,0,1,0,0
276,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,36000.0,1233,2017,0,1,0,1,0,0,0
193,10.0,1,1,0,0,2,10,10,1,1,1,1,0,1,0,83000.0,1178,2017,0,1,0,0,1,0,0
9356,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,56000.0,980,2018,1,0,0,1,0,0,0
635,10.0,1,1,0,0,2,10,10,1,1,1,1,0,1,0,36000.0,1159,2017,0,1,0,0,1,0,0
2680,1.0,1,0,1,1,5,10,20,1,0,0,1,0,1,0,106000.0,1035,2018,0,1,0,1,0,0,0
8012,1.0,2,2,2,1,5,10,20,1,0,0,1,0,1,0,80000.0,1759,2016,1,0,0,1,0,0,0
11631,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,66000.0,1811,2015,1,0,0,1,0,0,0
11600,1.0,3,0,0,0,5,10,20,1,0,0,1,0,1,0,60000.0,1726,2016,0,1,0,0,1,0,0
13371,2.0,3,3,3,1,3,7,7,1,1,1,1,0,1,0,54000.0,1562,2016,0,1,0,0,0,1,0
15077,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,54000.0,1947,2015,0,1,0,0,1,0,0
7377,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,48000.0,1043,2018,0,1,0,0,1,0,0
2534,6.0,2,2,0,0,0,3,0,1,1,1,0,0,0,1,38000.0,1893,2015,0,1,0,0,0,1,0
12504,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,69000.0,1335,2017,0,1,0,0,0,1,0
39,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,86000.0,1387,2017,0,1,0,0,1,0,0
16999,9.0,2,2,2,1,5,5,5,1,1,1,1,1,0,0,34000.0,1420,2017,0,1,0,0,0,1,0
5389,4.0,3,0,0,0,0,4,0,1,1,0,1,0,0,1,71000.0,1747,2016,1,0,0,1,0,0,0
13230,10.0,2,2,2,1,2,10,10,1,1,1,1,0,1,0,71000.0,1373,2017,1,0,0,1,0,0,0
1681,1.0,1,0,1,1,5,10,20,1,0,0,1,0,1,0,33000.0,2364,2014,0,1,0,0,1,0,0
6030,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,49000.0,1140,2017,0,1,0,0,0,0,1
2787,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,53000.0,1184,2017,0,1,0,1,0,0,0
2279,9.0,3,3,2,1,5,5,5,1,1,1,1,1,0,0,95000.0,1889,2015,1,0,0,1,0,0,0
14525,7.0,2,1,2,1,5,7,5,1,1,0,1,1,0,0,39000.0,1191,2017,0,1,0,1,0,0,0
4050,1.0,2,0,0,0,5,10,20,1,0,0,1,0,1,0,38000.0,1645,2016,0,1,0,0,1,0,0
9824,3.0,2,0,0,0,2,7,10,1,1,0,1,0,1,0,39000.0,880,2018,0,1,0,1,0,0,0
13908,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,94000.0,1031,2018,0,0,1,1,0,0,0
3307,1.0,1,0,1,1,5,10,20,1,0,0,1,0,1,0,70000.0,1656,2016,0,1,0,1,0,0,0
12861,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,73000.0,1051,2018,0,1,0,1,0,0,0
16729,1.0,1,1,1,1,5,10,20,1,0,0,1,0,1,0,54000.0,1683,2016,1,0,0,0,1,0,0
14976,1.0,1,1,0,0,5,10,20,1,0,0,1,0,1,0,39000.0,1159,2017,0,1,0,1,0,0,0
12220,7.0,2,0,0,0,5,7,5,1,1,0,1,1,0,0,46000.0,1385,2017,0,1,0,0,1,0,0
2837,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,40000.0,1155,2017,1,0,0,0,0,1,0
2567,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,75000.0,1907,2015,1,0,0,1,0,0,0
2347,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,63000.0,1934,2015,1,0,0,1,0,0,0
11029,1.0,2,0,2,1,5,10,20,1,0,0,1,0,1,0,40000.0,1360,2017,1,0,0,0,0,1,0
6629,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,51000.0,1058,2018,1,0,0,1,0,0,0
3769,7.0,1,0,0,0,5,7,5,1,1,0,1,1,0,0,90000.0,2251,2014,0,1,0,0,1,0,0
6563,10.0,2,2,1,1,2,10,10,1,1,1,1,0,1,0,95000.0,1162,2017,0,1,0,1,0,0,0
5868,2.0,2,2,1,1,3,7,7,1,1,1,1,0,1,0,50000.0,1800,2016,0,1,0,0,1,0,0
10364,4.0,2,2,0,0,0,4,0,1,1,0,1,0,0,1,57000.0,1766,2016,0,1,0,1,0,0,0
11624,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,37000.0,1160,2017,1,0,0,0,0,1,0
5233,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,32000.0,1950,2015,0,1,0,0,0,0,1
14944,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,69000.0,2057,2015,0,1,0,0,0,0,1
11047,6.0,2,2,0,0,0,3,0,1,1,1,0,0,0,1,95000.0,1936,2015,0,1,0,1,0,0,0
16467,1.0,2,2,0,0,5,10,20,1,0,0,1,0,1,0,78000.0,933,2018,1,0,0,0,1,0,0
12269,8.0,2,2,2,1,10,7,10,1,1,1,0,1,0,0,81000.0,1666,2016,1,0,0,1,0,0,0
11279,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,85000.0,2424,2014,0,1,0,0,1,0,0
12655,6.0,2,2,0,0,0,3,0,1,1,1,0,0,0,1,41000.0,1572,2016,0,1,0,0,1,0,0
16566,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,87000.0,1900,2015,1,0,0,1,0,0,0
5035,8.0,1,1,0,0,10,7,10,1,1,1,0,1,0,0,70000.0,1741,2016,0,1,0,0,0,0,1
10648,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,42000.0,1258,2017,0,1,0,0,1,0,0
11958,6.0,4,4,0,0,0,3,0,1,1,1,0,0,0,1,110000.0,1653,2016,0,1,0,1,0,0,0
114,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,92000.0,1130,2017,1,0,0,1,0,0,0
8125,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,71000.0,1160,2017,1,0,0,0,1,0,0
9577,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,62000.0,1928,2015,0,1,0,0,1,0,0
9273,9.0,3,3,3,1,5,5,5,1,1,1,1,1,0,0,93000.0,1921,2015,1,0,0,0,1,0,0
16486,7.0,1,0,1,1,5,7,5,1,1,0,1,1,0,0,105000.0,1655,2016,1,0,0,0,1,0,0
6281,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,48000.0,887,2018,0,1,0,0,1,0,0
15321,9.0,2,2,1,1,5,5,5,1,1,1,1,1,0,0,68000.0,2637,2013,0,1,0,0,0,1,0
12564,1.0,1,0,0,0,5,10,20,1,0,0,1,0,1,0,47000.0,2417,2014,0,1,0,1,0,0,0
531,9.0,3,3,3,1,5,5,5,1,1,1,1,1,0,0,92000.0,1265,2017,0,1,0,1,0,0,0
15880,10.0,1,1,0,0,2,10,10,1,1,1,1,0,1,0,71000.0,1218,2017,1,0,0,1,0,0,0
13039,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,53000.0,1849,2015,1,0,0,0,1,0,0
1520,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,51000.0,911,2018,0,1,0,0,1,0,0
12798,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,32000.0,1037,2018,1,0,0,1,0,0,0
7533,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,41000.0,959,2018,0,1,0,1,0,0,0
8678,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,79000.0,896,2018,1,0,0,1,0,0,0
13495,7.0,3,0,0,0,5,7,5,1,1,0,1,1,0,0,70000.0,1036,2018,1,0,0,0,1,0,0
12091,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,73000.0,1082,2017,0,1,0,1,0,0,0
505,6.0,1,0,0,0,0,3,0,1,1,1,0,0,0,1,79000.0,951,2018,1,0,0,1,0,0,0
3619,9.0,3,2,2,1,5,5,5,1,1,1,1,1,0,0,76000.0,1393,2017,1,0,0,1,0,0,0
15601,10.0,2,2,0,0,2,10,10,1,1,1,1,0,1,0,70000.0,1095,2017,0,1,0,0,1,0,0
7473,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,78000.0,1700,2016,0,1,0,1,0,0,0
12904,7.0,1,0,1,1,5,7,5,1,1,0,1,1,0,0,95000.0,1925,2015,0,1,0,0,1,0,0
14818,5.0,2,2,0,0,10,5,10,1,1,1,1,1,0,0,39000.0,1870,2015,0,1,0,1,0,0,0
15510,3.0,1,1,0,0,2,7,10,1,1,0,1,0,1,0,49000.0,1100,2017,0,1,0,1,0,0,0
13701,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,75000.0,1192,2017,0,1,0,0,1,0,0
12722,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,57000.0,1692,2016,0,1,0,0,1,0,0
8351,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,83000.0,1710,2016,1,0,0,1,0,0,0
10791,5.0,2,2,1,1,10,5,10,1,1,1,1,1,0,0,54000.0,1346,2017,1,0,0,0,1,0,0
12393,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,69000.0,1865,2015,0,1,0,0,1,0,0
12032,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,67000.0,1569,2016,1,0,0,1,0,0,0
16883,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,71000.0,1093,2017,0,1,0,1,0,0,0
5080,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,51000.0,1731,2016,0,1,0,1,0,0,0
15848,8.0,1,1,0,0,10,7,10,1,1,1,0,1,0,0,72000.0,1076,2018,1,0,0,0,0,1,0
