id_offer,offer_successful,reward,duration,difficulty,offer_bogo,offer_discount,income,membership_days,gender_F,gender_M,gender_O,Baby_Boomer,Gen-X,Millenial,Gen-Z
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.3666666666666667,1711,0,1,0,1,0,0,0
5.0,1,1.0,0.0,0.3333333333333333,1,0,0.5333333333333333,1308,0,1,0,0,1,0,0
8.0,0,1.0,0.40000000000000013,0.3333333333333333,1,0,0.011111111111111072,1099,0,1,0,0,1,0,0
9.0,1,0.375,0.0,0.0,1,0,0.33333333333333337,1181,1,0,0,0,1,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.15555555555555556,1783,1,0,0,0,1,0,0
5.0,1,1.0,0.0,0.3333333333333333,1,0,0.9333333333333335,1258,1,0,0,1,0,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.18888888888888888,1600,0,1,0,0,0,0,1
3.0,1,0.0,0.40000000000000013,0.3333333333333333,0,1,0.7333333333333333,1173,0,1,0,0,1,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.7222222222222222,918,0,1,0,0,1,0,0
9.0,1,0.375,0.0,0.0,1,0,0.07777777777777778,1150,1,0,0,1,0,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.4,1332,1,0,0,1,0,0,0
2.0,0,0.125,0.40000000000000013,0.13333333333333336,0,1,0.4555555555555556,1098,0,1,0,0,0,1,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.3111111111111111,998,1,0,0,0,0,1,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.5444444444444444,940,1,0,0,0,1,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.4111111111111111,1630,0,1,0,1,0,0,0
1.0,1,0.375,1.0,1.0,0,1,0.43333333333333335,895,0,1,0,1,0,0,0
1.0,0,0.375,1.0,1.0,0,1,0.6333333333333333,1173,1,0,0,1,0,0,0
3.0,1,0.0,0.40000000000000013,0.3333333333333333,0,1,0.6111111111111112,1922,1,0,0,1,0,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.4,2540,0,1,0,0,1,0,0
9.0,0,0.375,0.0,0.0,1,0,0.43333333333333335,930,0,1,0,0,0,0,1
9.0,0,0.375,0.0,0.0,1,0,0.28888888888888886,1055,0,1,0,0,1,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.4111111111111111,1092,1,0,0,0,1,0,0
5.0,1,1.0,0.0,0.3333333333333333,1,0,0.5555555555555556,1403,0,1,0,0,1,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.033333333333333326,926,0,1,0,1,0,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.21111111111111114,1299,1,0,0,0,0,0,1
1.0,0,0.375,1.0,1.0,0,1,0.1333333333333333,893,0,1,0,0,1,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.37777777777777777,1151,0,1,0,0,1,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.5222222222222223,1003,1,0,0,1,0,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.23333333333333328,889,1,0,0,0,1,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.3666666666666667,960,0,1,0,0,0,0,1
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.30000000000000004,1175,1,0,0,0,1,0,0
8.0,0,1.0,0.40000000000000013,0.3333333333333333,1,0,0.33333333333333337,2191,0,1,0,0,1,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.6111111111111112,1691,1,0,0,0,1,0,0
1.0,1,0.375,1.0,1.0,0,1,0.688888888888889,1586,0,1,0,0,1,0,0
1.0,0,0.375,1.0,1.0,0,1,0.15555555555555556,2022,0,1,0,0,1,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.4666666666666667,922,0,1,0,0,1,0,0
3.0,1,0.0,0.40000000000000013,0.3333333333333333,0,1,0.5888888888888889,1450,1,0,0,1,0,0,0
3.0,0,0.0,0.40000000000000013,0.3333333333333333,0,1,0.30000000000000004,995,0,0,1,1,0,0,0
1.0,1,0.375,1.0,1.0,0,1,0.4,2255,0,1,0,1,0,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.43333333333333335,1131,1,0,0,0,1,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.6555555555555556,1720,1,0,0,1,0,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.15555555555555556,1216,0,1,0,1,0,0,0
2.0,0,0.125,0.40000000000000013,0.13333333333333336,0,1,0.25555555555555554,1130,0,1,0,0,1,0,0
3.0,0,0.0,0.40000000000000013,0.3333333333333333,0,1,0.2666666666666666,1002,1,0,0,1,0,0,0
9.0,0,0.375,0.0,0.0,1,0,0.2666666666666666,913,1,0,0,1,0,0,0
9.0,1,0.375,0.0,0.0,1,0,0.34444444444444444,1400,0,1,0,0,0,0,1
3.0,0,0.0,0.40000000000000013,0.3333333333333333,0,1,0.055555555555555525,1122,0,1,0,0,0,1,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.8333333333333334,1102,1,0,0,1,0,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.37777777777777777,1097,1,0,0,1,0,0,0
10.0,0,0.0,1.0,0.3333333333333333,0,1,0.7000000000000001,955,0,1,0,1,0,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.47777777777777775,1713,0,1,0,1,0,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.5444444444444444,1650,0,1,0,0,1,0,0
9.0,1,0.375,0.0,0.0,1,0,0.4444444444444444,1084,0,1,0,0,1,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.9777777777777777,1396,0,1,0,0,1,0,0
9.0,1,0.375,0.0,0.0,1,0,0.1777777777777778,967,0,1,0,0,0,0,1
9.0,0,0.375,0.0,0.0,1,0,0.3111111111111111,1908,0,1,0,1,0,0,0
9.0,1,0.375,0.0,0.0,1,0,0.7666666666666667,1895,1,0,0,0,1,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.16666666666666663,949,0,1,0,1,0,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.4111111111111111,971,1,0,0,0,0,1,0
9.0,0,0.375,0.0,0.0,1,0,0.25555555555555554,879,0,1,0,0,1,0,0
9.0,0,0.375,0.0,0.0,1,0,0.3222222222222222,1122,1,0,0,1,0,0,0
2.0,0,0.125,0.40000000000000013,0.13333333333333336,0,1,0.8111111111111112,941,1,0,0,1,0,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.3555555555555555,1744,0,1,0,1,0,0,0
9.0,0,0.375,0.0,0.0,1,0,0.7666666666666667,1092,1,0,0,1,0,0,0
5.0,1,1.0,0.0,0.3333333333333333,1,0,0.9333333333333335,1925,1,0,0,1,0,0,0
10.0,0,0.0,1.0,0.3333333333333333,0,1,0.5888888888888889,1178,0,1,0,0,1,0,0
3.0,1,0.0,0.40000000000000013,0.3333333333333333,0,1,0.28888888888888886,980,1,0,0,1,0,0,0
10.0,0,0.0,1.0,0.3333333333333333,0,1,0.06666666666666665,1159,0,1,0,0,1,0,0
1.0,1,0.375,1.0,1.0,0,1,0.8444444444444444,1035,0,1,0,1,0,0,0
1.0,1,0.375,1.0,1.0,0,1,0.5555555555555556,1759,1,0,0,1,0,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.4,1811,1,0,0,1,0,0,0
1.0,0,0.375,1.0,1.0,0,1,0.33333333333333337,1726,0,1,0,0,1,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.2666666666666666,1562,0,1,0,0,0,1,0
9.0,0,0.375,0.0,0.0,1,0,0.2666666666666666,1947,0,1,0,0,1,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.19999999999999996,1043,0,1,0,0,1,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.6222222222222222,1387,0,1,0,0,1,0,0
9.0,1,0.375,0.0,0.0,1,0,0.04444444444444445,1420,0,1,0,0,0,1,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.4555555555555556,1373,1,0,0,1,0,0,0
1.0,1,0.375,1.0,1.0,0,1,0.033333333333333326,2364,0,1,0,0,1,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.21111111111111114,1140,0,1,0,0,0,0,1
9.0,1,0.375,0.0,0.0,1,0,0.7222222222222222,1889,1,0,0,1,0,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.09999999999999998,1191,0,1,0,1,0,0,0
1.0,0,0.375,1.0,1.0,0,1,0.08888888888888885,1645,0,1,0,0,1,0,0
3.0,0,0.0,0.40000000000000013,0.3333333333333333,0,1,0.09999999999999998,880,0,1,0,1,0,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.7111111111111111,1031,0,0,1,1,0,0,0
1.0,1,0.375,1.0,1.0,0,1,0.4444444444444444,1656,0,1,0,1,0,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.47777777777777775,1051,0,1,0,1,0,0,0
1.0,1,0.375,1.0,1.0,0,1,0.2666666666666666,1683,1,0,0,0,1,0,0
1.0,0,0.375,1.0,1.0,0,1,0.09999999999999998,1159,0,1,0,1,0,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.1777777777777778,1385,0,1,0,0,1,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.3666666666666667,1934,1,0,0,1,0,0,0
1.0,1,0.375,1.0,1.0,0,1,0.1111111111111111,1360,1,0,0,0,0,1,0
9.0,0,0.375,0.0,0.0,1,0,0.23333333333333328,1058,1,0,0,1,0,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.6666666666666666,2251,0,1,0,0,1,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.7222222222222222,1162,0,1,0,1,0,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.2222222222222222,1800,0,1,0,0,1,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.0222222222222222,1950,0,1,0,0,0,0,1
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.43333333333333335,2057,0,1,0,0,0,0,1
1.0,0,0.375,1.0,1.0,0,1,0.5333333333333333,933,1,0,0,0,1,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.5666666666666667,1666,1,0,0,1,0,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.6111111111111112,2424,0,1,0,0,1,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.6333333333333333,1900,1,0,0,1,0,0,0
8.0,0,1.0,0.40000000000000013,0.3333333333333333,1,0,0.4444444444444444,1741,0,1,0,0,0,0,1
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.1333333333333333,1258,0,1,0,0,1,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.4555555555555556,1160,1,0,0,0,1,0,0
5.0,1,1.0,0.0,0.3333333333333333,1,0,0.3555555555555555,1928,0,1,0,0,1,0,0
9.0,1,0.375,0.0,0.0,1,0,0.7000000000000001,1921,1,0,0,0,1,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.8333333333333334,1655,1,0,0,0,1,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.19999999999999996,887,0,1,0,0,1,0,0
9.0,1,0.375,0.0,0.0,1,0,0.4222222222222223,2637,0,1,0,0,0,1,0
1.0,0,0.375,1.0,1.0,0,1,0.18888888888888888,2417,0,1,0,1,0,0,0
9.0,1,0.375,0.0,0.0,1,0,0.688888888888889,1265,0,1,0,1,0,0,0
10.0,0,0.0,1.0,0.3333333333333333,0,1,0.4555555555555556,1218,1,0,0,1,0,0,0
3.0,1,0.0,0.40000000000000013,0.3333333333333333,0,1,0.23333333333333328,911,0,1,0,0,1,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.12222222222222223,959,0,1,0,1,0,0,0
5.0,1,1.0,0.0,0.3333333333333333,1,0,0.5444444444444444,896,1,0,0,1,0,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.4444444444444444,1036,1,0,0,0,1,0,0
9.0,1,0.375,0.0,0.0,1,0,0.5111111111111111,1393,1,0,0,1,0,0,0
10.0,0,0.0,1.0,0.3333333333333333,0,1,0.4444444444444444,1095,0,1,0,0,1,0,0
5.0,1,1.0,0.0,0.3333333333333333,1,0,0.5333333333333333,1700,0,1,0,1,0,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.7222222222222222,1925,0,1,0,0,1,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.09999999999999998,1870,0,1,0,1,0,0,0
3.0,0,0.0,0.40000000000000013,0.3333333333333333,0,1,0.21111111111111114,1100,0,1,0,1,0,0,0
9.0,1,0.375,0.0,0.0,1,0,0.5,1192,0,1,0,0,1,0,0
3.0,1,0.0,0.40000000000000013,0.3333333333333333,0,1,0.30000000000000004,1692,0,1,0,0,1,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.5888888888888889,1710,1,0,0,1,0,0,0
5.0,1,1.0,0.0,0.3333333333333333,1,0,0.2666666666666666,1346,1,0,0,0,1,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.43333333333333335,1865,0,1,0,0,1,0,0
5.0,1,1.0,0.0,0.3333333333333333,1,0,0.4111111111111111,1569,1,0,0,1,0,0,0
9.0,1,0.375,0.0,0.0,1,0,0.4555555555555556,1093,0,1,0,1,0,0,0
8.0,0,1.0,0.40000000000000013,0.3333333333333333,1,0,0.4666666666666667,1076,1,0,0,0,0,1,0
8.0,0,1.0,0.40000000000000013,0.3333333333333333,1,0,0.19999999999999996,1184,0,1,0,0,1,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.23333333333333328,1105,0,1,0,1,0,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.09999999999999998,1007,0,1,0,1,0,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.28888888888888886,1939,0,1,0,1,0,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.28888888888888886,1804,0,1,0,1,0,0,0
1.0,1,0.375,1.0,1.0,0,1,0.3222222222222222,1405,1,0,0,0,0,0,1
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.12222222222222223,1368,1,0,0,1,0,0,0
3.0,1,0.0,0.40000000000000013,0.3333333333333333,0,1,0.3222222222222222,1062,1,0,0,1,0,0,0
3.0,1,0.0,0.40000000000000013,0.3333333333333333,0,1,0.7666666666666667,1645,1,0,0,1,0,0,0
8.0,0,1.0,0.40000000000000013,0.3333333333333333,1,0,0.6444444444444445,1220,0,1,0,1,0,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.0222222222222222,1172,0,1,0,1,0,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.7444444444444444,1794,1,0,0,0,1,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.19999999999999996,1068,1,0,0,1,0,0,0
1.0,0,0.375,1.0,1.0,0,1,0.4,1854,0,1,0,0,0,0,1
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.4,1643,1,0,0,1,0,0,0
9.0,1,0.375,0.0,0.0,1,0,0.8777777777777779,1055,1,0,0,1,0,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.3222222222222222,1166,0,1,0,0,1,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.7555555555555556,1189,1,0,0,1,0,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.4444444444444444,1188,1,0,0,1,0,0,0
9.0,1,0.375,0.0,0.0,1,0,0.6333333333333333,1155,0,1,0,1,0,0,0
2.0,0,0.125,0.40000000000000013,0.13333333333333336,0,1,0.24444444444444446,1767,0,1,0,0,1,0,0
8.0,0,1.0,0.40000000000000013,0.3333333333333333,1,0,0.47777777777777775,1493,0,1,0,0,0,1,0
3.0,0,0.0,0.40000000000000013,0.3333333333333333,0,1,0.4111111111111111,2105,0,1,0,1,0,0,0
3.0,1,0.0,0.40000000000000013,0.3333333333333333,0,1,0.9111111111111111,970,1,0,0,1,0,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.30000000000000004,942,1,0,0,1,0,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.3111111111111111,1330,1,0,0,0,1,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.6555555555555556,926,0,1,0,1,0,0,0
5.0,1,1.0,0.0,0.3333333333333333,1,0,0.7777777777777778,946,0,1,0,0,1,0,0
9.0,1,0.375,0.0,0.0,1,0,0.4222222222222223,1181,0,1,0,0,1,0,0
9.0,0,0.375,0.0,0.0,1,0,0.33333333333333337,978,0,1,0,0,1,0,0
8.0,0,1.0,0.40000000000000013,0.3333333333333333,1,0,0.25555555555555554,1032,0,1,0,0,0,0,1
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.6111111111111112,1068,1,0,0,1,0,0,0
8.0,0,1.0,0.40000000000000013,0.3333333333333333,1,0,0.0222222222222222,903,0,1,0,0,0,0,1
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.21111111111111114,977,1,0,0,0,0,1,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.5111111111111111,2377,0,1,0,1,0,0,0
1.0,0,0.375,1.0,1.0,0,1,0.23333333333333328,1470,0,1,0,0,1,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.688888888888889,898,1,0,0,0,1,0,0
3.0,0,0.0,0.40000000000000013,0.3333333333333333,0,1,0.0222222222222222,1517,0,1,0,1,0,0,0
8.0,0,1.0,0.40000000000000013,0.3333333333333333,1,0,0.4444444444444444,890,1,0,0,1,0,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.7111111111111111,1470,1,0,0,1,0,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.4,1066,1,0,0,1,0,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.5333333333333333,871,0,1,0,1,0,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.1333333333333333,1230,0,1,0,1,0,0,0
9.0,1,0.375,0.0,0.0,1,0,0.30000000000000004,1154,1,0,0,0,1,0,0
9.0,1,0.375,0.0,0.0,1,0,0.8222222222222223,1420,0,1,0,0,1,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.6333333333333333,1750,1,0,0,1,0,0,0
1.0,1,0.375,1.0,1.0,0,1,0.08888888888888885,1825,0,1,0,1,0,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.3555555555555555,2001,0,1,0,1,0,0,0
9.0,1,0.375,0.0,0.0,1,0,0.2777777777777778,2089,1,0,0,0,1,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.7111111111111111,1785,1,0,0,1,0,0,0
1.0,0,0.375,1.0,1.0,0,1,0.011111111111111072,1544,0,1,0,0,1,0,0
7.0,0,0.375,0.40000000000000013,0.0,1,0,0.2777777777777778,1052,0,1,0,0,1,0,0
3.0,0,0.0,0.40000000000000013,0.3333333333333333,0,1,0.7555555555555556,1060,0,1,0,0,1,0,0
3.0,1,0.0,0.40000000000000013,0.3333333333333333,0,1,0.2777777777777778,1847,0,1,0,1,0,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.34444444444444444,1328,0,1,0,0,1,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.48888888888888893,1559,1,0,0,1,0,0,0
10.0,0,0.0,1.0,0.3333333333333333,0,1,0.08888888888888885,894,0,1,0,0,0,0,1
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.30000000000000004,1474,0,1,0,0,1,0,0
2.0,0,0.125,0.40000000000000013,0.13333333333333336,0,1,0.0222222222222222,1105,1,0,0,0,1,0,0
2.0,1,0.125,0.40000000000000013,0.13333333333333336,0,1,0.7000000000000001,1618,0,1,0,0,1,0,0
1.0,1,0.375,1.0,1.0,0,1,0.6333333333333333,1046,0,1,0,1,0,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.16666666666666663,965,0,1,0,0,1,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.033333333333333326,1234,0,1,0,1,0,0,0
3.0,1,0.0,0.40000000000000013,0.3333333333333333,0,1,0.6111111111111112,1185,0,1,0,1,0,0,0
1.0,0,0.375,1.0,1.0,0,1,0.055555555555555525,1107,0,1,0,0,1,0,0
10.0,1,0.0,1.0,0.3333333333333333,0,1,0.5333333333333333,1560,1,0,0,1,0,0,0
7.0,1,0.375,0.40000000000000013,0.0,1,0,0.09999999999999998,2045,0,1,0,1,0,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.1111111111111111,2357,0,1,0,0,1,0,0
5.0,0,1.0,0.0,0.3333333333333333,1,0,0.34444444444444444,1225,0,1,0,1,0,0,0
8.0,1,1.0,0.40000000000000013,0.3333333333333333,1,0,0.6111111111111112,1546,1,0,0,0,1,0,0
1.0,1,0.375,1.0,1.0,0,1,0.7555555555555556,1424,1,0,0,0,1,0,0
5.0,1,1.0,0.0,0.3333333333333333,1,0,0.4111111111111111,1908,1,0,0,1,0,0,0
9.0,0,0.375,0.0,0.0,1,0,0.2666666666666666,960,0,1,0,0,0,0,1
9.0,1,0.375,0.0,0.0,1,0,0.6777777777777777,1144,1,0,0,1,0,0,0
