id_customer,income,membership_days,membership_year,gender_F,gender_M,gender_O,Baby_Boomer,Gen-X,Millenial,Gen-Z
6967,57000.0,1345,2017,1,0,0,0,1,0,0
16982,57000.0,978,2018,1,0,0,1,0,0,0
13568,70000.0,1379,2017,0,1,0,1,0,0,0
4420,87000.0,1125,2017,1,0,0,1,0,0,0
767,51000.0,987,2018,0,1,0,1,0,0,0
12162,93000.0,1317,2017,1,0,0,0,1,0,0
1824,98000.0,1830,2015,1,0,0,1,0,0,0
4216,84000.0,1596,2016,1,0,0,1,0,0,0
1287,64000.0,1406,2017,0,1,0,1,0,0,0
11912,54000.0,1216,2017,0,1,0,0,1,0,0
2149,49000.0,1785,2016,0,1,0,1,0,0,0
1724,73000.0,1520,2016,1,0,0,0,0,0,1
9803,58000.0,1031,2018,1,0,0,1,0,0,0
16504,72000.0,1585,2016,1,0,0,1,0,0,0
11361,63000.0,1711,2016,0,1,0,1,0,0,0
9947,78000.0,1308,2017,0,1,0,0,1,0,0
9198,31000.0,1099,2017,0,1,0,0,1,0,0
7249,60000.0,1181,2017,1,0,0,0,1,0,0
5519,44000.0,1783,2016,1,0,0,0,1,0,0
9874,114000.0,1258,2017,1,0,0,1,0,0,0
15318,48000.0,885,2018,0,1,0,1,0,0,0
7526,47000.0,1600,2016,0,1,0,0,0,0,1
1239,96000.0,1173,2017,0,1,0,0,1,0,0
1411,98000.0,1190,2017,1,0,0,1,0,0,0
711,46000.0,2231,2014,0,1,0,1,0,0,0
1687,56000.0,1218,2017,1,0,0,0,1,0,0
2901,37000.0,1150,2017,1,0,0,1,0,0,0
6858,57000.0,1414,2017,0,1,0,1,0,0,0
16160,66000.0,1332,2017,1,0,0,1,0,0,0
5067,46000.0,1051,2018,0,1,0,1,0,0,0
15543,71000.0,1098,2017,0,1,0,0,0,1,0
1523,58000.0,998,2018,1,0,0,0,0,1,0
12802,70000.0,1185,2017,0,1,0,0,1,0,0
4114,65000.0,1064,2018,1,0,0,1,0,0,0
5594,79000.0,940,2018,1,0,0,0,1,0,0
8621,67000.0,1630,2016,0,1,0,1,0,0,0
11985,94000.0,1154,2017,1,0,0,0,1,0,0
3657,66000.0,1106,2017,0,1,0,0,1,0,0
7937,31000.0,1163,2017,0,1,0,0,1,0,0
11578,30000.0,1048,2018,0,1,0,0,1,0,0
9381,55000.0,1714,2016,0,1,0,0,1,0,0
9108,69000.0,895,2018,0,1,0,1,0,0,0
10915,60000.0,888,2018,0,1,0,1,0,0,0
2293,87000.0,1173,2017,1,0,0,1,0,0,0
8806,53000.0,2307,2014,0,1,0,1,0,0,0
4932,87000.0,885,2018,1,0,0,1,0,0,0
2610,85000.0,1922,2015,1,0,0,1,0,0,0
10863,66000.0,2540,2013,0,1,0,0,1,0,0
2173,69000.0,930,2018,0,1,0,0,0,0,1
814,108000.0,1327,2017,0,1,0,1,0,0,0
4684,61000.0,1004,2018,0,1,0,1,0,0,0
4206,43000.0,2063,2015,0,1,0,0,0,1,0
16909,67000.0,1092,2017,1,0,0,0,1,0,0
14629,59000.0,925,2018,0,1,0,0,1,0,0
13359,58000.0,1040,2018,0,1,0,1,0,0,0
14351,80000.0,1403,2017,0,1,0,0,1,0,0
1551,33000.0,926,2018,0,1,0,1,0,0,0
7571,49000.0,1299,2017,1,0,0,0,0,0,1
14224,42000.0,899,2018,1,0,0,0,0,1,0
1005,50000.0,1203,2017,0,1,0,1,0,0,0
6318,42000.0,893,2018,0,1,0,0,1,0,0
14390,64000.0,1151,2017,0,1,0,0,1,0,0
3211,77000.0,1003,2018,1,0,0,1,0,0,0
16836,77000.0,1087,2017,1,0,0,1,0,0,0
4429,51000.0,889,2018,1,0,0,0,1,0,0
2893,63000.0,960,2018,0,1,0,0,0,0,1
5134,41000.0,1103,2017,0,1,0,0,0,1,0
1205,60000.0,2191,2014,0,1,0,0,1,0,0
5207,67000.0,871,2018,0,1,0,1,0,0,0
4178,85000.0,1368,2017,1,0,0,0,1,0,0
9196,85000.0,1691,2016,1,0,0,0,1,0,0
1165,92000.0,1586,2016,0,1,0,0,1,0,0
2145,44000.0,2022,2015,0,1,0,0,1,0,0
6535,72000.0,922,2018,0,1,0,0,1,0,0
13366,53000.0,1744,2016,0,1,0,1,0,0,0
9735,62000.0,994,2018,0,1,0,0,1,0,0
3977,65000.0,1145,2017,0,1,0,0,1,0,0
9748,50000.0,1916,2015,1,0,0,0,0,1,0
3615,107000.0,928,2018,0,1,0,1,0,0,0
13349,83000.0,1089,2017,1,0,0,1,0,0,0
266,66000.0,2255,2014,0,1,0,1,0,0,0
10621,72000.0,1060,2018,0,1,0,0,0,1,0
3447,69000.0,1131,2017,1,0,0,0,1,0,0
13281,94000.0,1874,2015,0,1,0,0,1,0,0
13308,87000.0,1443,2016,0,1,0,1,0,0,0
9388,57000.0,2548,2013,0,1,0,0,1,0,0
8759,34000.0,910,2018,0,1,0,1,0,0,0
1529,63000.0,977,2018,0,1,0,0,1,0,0
8024,89000.0,1720,2016,1,0,0,1,0,0,0
2171,69000.0,1628,2016,0,1,0,1,0,0,0
761,52000.0,1016,2018,0,1,0,0,0,0,1
12312,44000.0,1216,2017,0,1,0,1,0,0,0
11392,54000.0,1002,2018,1,0,0,1,0,0,0
859,54000.0,913,2018,1,0,0,1,0,0,0
14026,61000.0,1400,2017,0,1,0,0,0,0,1
4057,35000.0,1122,2017,0,1,0,0,0,1,0
9052,105000.0,1102,2017,1,0,0,1,0,0,0
5218,64000.0,1097,2017,1,0,0,1,0,0,0
11590,93000.0,955,2018,0,1,0,1,0,0,0
13977,73000.0,1713,2016,0,1,0,1,0,0,0
1988,74000.0,1253,2017,0,1,0,0,1,0,0
4200,82000.0,1174,2017,0,1,0,1,0,0,0
2930,92000.0,1222,2017,1,0,0,0,1,0,0
10580,70000.0,1084,2017,0,1,0,0,1,0,0
11695,118000.0,1396,2017,0,1,0,0,1,0,0
92,109000.0,956,2018,1,0,0,1,0,0,0
14061,73000.0,1000,2018,0,1,0,1,0,0,0
11412,38000.0,877,2018,0,1,0,1,0,0,0
11691,99000.0,1895,2015,1,0,0,0,1,0,0
5994,72000.0,1070,2018,0,1,0,1,0,0,0
12779,45000.0,949,2018,0,1,0,1,0,0,0
6074,67000.0,971,2018,1,0,0,0,0,1,0
11625,53000.0,879,2018,0,1,0,0,1,0,0
6955,106000.0,886,2018,1,0,0,1,0,0,0
7678,95000.0,1443,2016,1,0,0,1,0,0,0
15385,74000.0,1804,2016,1,0,0,0,1,0,0
10491,59000.0,1122,2017,1,0,0,1,0,0,0
3288,54000.0,1224,2017,0,1,0,1,0,0,0
5220,103000.0,941,2018,1,0,0,1,0,0,0
2854,101000.0,1914,2015,0,1,0,1,0,0,0
3178,62000.0,1744,2016,0,1,0,1,0,0,0
15665,110000.0,1112,2017,1,0,0,1,0,0,0
16552,51000.0,891,2018,1,0,0,0,1,0,0
3422,99000.0,1092,2017,1,0,0,1,0,0,0
1545,30000.0,998,2018,0,1,0,1,0,0,0
10106,114000.0,1925,2015,1,0,0,1,0,0,0
3087,96000.0,1660,2016,0,1,0,1,0,0,0
276,36000.0,1233,2017,0,1,0,1,0,0,0
193,83000.0,1178,2017,0,1,0,0,1,0,0
9356,56000.0,980,2018,1,0,0,1,0,0,0
635,36000.0,1159,2017,0,1,0,0,1,0,0
10119,73000.0,1712,2016,0,1,0,0,0,0,1
716,70000.0,992,2018,0,1,0,0,0,1,0
2680,106000.0,1035,2018,0,1,0,1,0,0,0
8012,80000.0,1759,2016,1,0,0,1,0,0,0
11631,66000.0,1811,2015,1,0,0,1,0,0,0
932,64000.0,1698,2016,0,1,0,0,1,0,0
11600,60000.0,1726,2016,0,1,0,0,1,0,0
13371,54000.0,1562,2016,0,1,0,0,0,1,0
15077,54000.0,1947,2015,0,1,0,0,1,0,0
16092,92000.0,885,2018,1,0,0,0,1,0,0
7377,48000.0,1043,2018,0,1,0,0,1,0,0
2534,38000.0,1893,2015,0,1,0,0,0,1,0
12504,69000.0,1335,2017,0,1,0,0,0,1,0
39,86000.0,1387,2017,0,1,0,0,1,0,0
16999,34000.0,1420,2017,0,1,0,0,0,1,0
10844,101000.0,1288,2017,1,0,0,1,0,0,0
5389,71000.0,1747,2016,1,0,0,1,0,0,0
11365,69000.0,2686,2013,1,0,0,1,0,0,0
13230,71000.0,1373,2017,1,0,0,1,0,0,0
5056,59000.0,1971,2015,1,0,0,1,0,0,0
5188,70000.0,1049,2018,0,1,0,1,0,0,0
6030,49000.0,1140,2017,0,1,0,0,0,0,1
2787,53000.0,1184,2017,0,1,0,1,0,0,0
2279,95000.0,1889,2015,1,0,0,1,0,0,0
14525,39000.0,1191,2017,0,1,0,1,0,0,0
16663,72000.0,1220,2017,1,0,0,1,0,0,0
7941,68000.0,1222,2017,1,0,0,0,1,0,0
11943,71000.0,1340,2017,0,1,0,0,1,0,0
9824,39000.0,880,2018,0,1,0,1,0,0,0
13510,76000.0,1225,2017,0,1,0,0,1,0,0
2064,87000.0,1355,2017,1,0,0,1,0,0,0
8593,118000.0,1154,2017,1,0,0,1,0,0,0
13908,94000.0,1031,2018,0,0,1,1,0,0,0
3307,70000.0,1656,2016,0,1,0,1,0,0,0
13191,91000.0,1350,2017,0,1,0,0,1,0,0
7528,71000.0,2164,2015,0,1,0,1,0,0,0
12861,73000.0,1051,2018,0,1,0,1,0,0,0
16729,54000.0,1683,2016,1,0,0,0,1,0,0
14976,39000.0,1159,2017,0,1,0,1,0,0,0
12220,46000.0,1385,2017,0,1,0,0,1,0,0
2837,40000.0,1155,2017,1,0,0,0,0,1,0
2567,75000.0,1907,2015,1,0,0,1,0,0,0
2347,63000.0,1934,2015,1,0,0,1,0,0,0
11029,40000.0,1360,2017,1,0,0,0,0,1,0
9185,53000.0,1721,2016,1,0,0,1,0,0,0
3769,90000.0,2251,2014,0,1,0,0,1,0,0
6563,95000.0,1162,2017,0,1,0,1,0,0,0
713,74000.0,1099,2017,1,0,0,0,1,0,0
5868,50000.0,1800,2016,0,1,0,0,1,0,0
10364,57000.0,1766,2016,0,1,0,1,0,0,0
11718,81000.0,1753,2016,1,0,0,1,0,0,0
10469,53000.0,1521,2016,1,0,0,0,1,0,0
5233,32000.0,1950,2015,0,1,0,0,0,0,1
15481,40000.0,874,2018,0,1,0,0,1,0,0
14944,69000.0,2057,2015,0,1,0,0,0,0,1
11047,95000.0,1936,2015,0,1,0,1,0,0,0
16467,78000.0,933,2018,1,0,0,0,1,0,0
6863,92000.0,1308,2017,0,1,0,0,1,0,0
12269,81000.0,1666,2016,1,0,0,1,0,0,0
11279,85000.0,2424,2014,0,1,0,0,1,0,0
12655,41000.0,1572,2016,0,1,0,0,1,0,0
16336,74000.0,1274,2017,1,0,0,1,0,0,0
16566,87000.0,1900,2015,1,0,0,1,0,0,0
13117,120000.0,1145,2017,1,0,0,1,0,0,0
5035,70000.0,1741,2016,0,1,0,0,0,0,1
10648,42000.0,1258,2017,0,1,0,0,1,0,0
3341,38000.0,1097,2017,0,1,0,1,0,0,0
6902,56000.0,1294,2017,1,0,0,0,1,0,0
11958,110000.0,1653,2016,0,1,0,1,0,0,0
114,92000.0,1130,2017,1,0,0,1,0,0,0
8125,71000.0,1160,2017,1,0,0,0,1,0,0
9577,62000.0,1928,2015,0,1,0,0,1,0,0
9273,93000.0,1921,2015,1,0,0,0,1,0,0
6820,67000.0,1015,2018,0,1,0,1,0,0,0
14716,90000.0,1055,2018,0,1,0,1,0,0,0
11847,55000.0,1677,2016,0,1,0,0,1,0,0
7512,88000.0,1058,2018,1,0,0,0,1,0,0
16486,105000.0,1655,2016,1,0,0,0,1,0,0
111,119000.0,1877,2015,1,0,0,0,1,0,0
6281,48000.0,887,2018,0,1,0,0,1,0,0
15321,68000.0,2637,2013,0,1,0,0,0,1,0
12564,47000.0,2417,2014,0,1,0,1,0,0,0
531,92000.0,1265,2017,0,1,0,1,0,0,0
15880,71000.0,1218,2017,1,0,0,1,0,0,0
13594,34000.0,914,2018,1,0,0,1,0,0,0
13039,53000.0,1849,2015,1,0,0,0,1,0,0
7017,83000.0,904,2018,1,0,0,1,0,0,0
7533,41000.0,959,2018,0,1,0,1,0,0,0
13495,70000.0,1036,2018,1,0,0,0,1,0,0
12091,73000.0,1082,2017,0,1,0,1,0,0,0
1953,39000.0,1116,2017,0,1,0,0,1,0,0
505,79000.0,951,2018,1,0,0,1,0,0,0
3619,76000.0,1393,2017,1,0,0,1,0,0,0
15601,70000.0,1095,2017,0,1,0,0,1,0,0
7473,78000.0,1700,2016,0,1,0,1,0,0,0
12904,95000.0,1925,2015,0,1,0,0,1,0,0
10585,32000.0,1020,2018,0,1,0,1,0,0,0
11584,55000.0,1146,2017,0,1,0,0,1,0,0
9101,95000.0,1162,2017,1,0,0,1,0,0,0
13701,75000.0,1192,2017,0,1,0,0,1,0,0
12722,57000.0,1692,2016,0,1,0,0,1,0,0
15504,56000.0,1197,2017,0,1,0,1,0,0,0
8351,83000.0,1710,2016,1,0,0,1,0,0,0
10791,54000.0,1346,2017,1,0,0,0,1,0,0
12032,67000.0,1569,2016,1,0,0,1,0,0,0
16883,71000.0,1093,2017,0,1,0,1,0,0,0
5080,51000.0,1731,2016,0,1,0,1,0,0,0
8580,114000.0,1921,2015,1,0,0,1,0,0,0
15848,72000.0,1076,2018,1,0,0,0,0,1,0
5889,72000.0,1077,2018,1,0,0,1,0,0,0
1961,72000.0,984,2018,0,1,0,1,0,0,0
4772,81000.0,1193,2017,0,1,0,1,0,0,0
11214,39000.0,1007,2018,0,1,0,1,0,0,0
13767,58000.0,1389,2017,0,1,0,1,0,0,0
6500,56000.0,1804,2016,0,1,0,1,0,0,0
5063,50000.0,1113,2017,1,0,0,1,0,0,0
10426,73000.0,1315,2017,0,1,0,0,1,0,0
13416,59000.0,1405,2017,1,0,0,0,0,0,1
5357,39000.0,1216,2017,0,1,0,0,1,0,0
15164,61000.0,1060,2018,0,1,0,1,0,0,0
10575,41000.0,1368,2017,1,0,0,1,0,0,0
940,59000.0,1062,2018,1,0,0,1,0,0,0
855,42000.0,1102,2017,0,0,1,0,1,0,0
13937,99000.0,1645,2016,1,0,0,1,0,0,0
7160,57000.0,914,2018,0,1,0,0,1,0,0
9657,36000.0,1049,2018,0,1,0,1,0,0,0
12029,44000.0,1514,2016,1,0,0,0,1,0,0
152,64000.0,1202,2017,0,1,0,0,0,1,0
16326,31000.0,1004,2018,0,1,0,0,1,0,0
5354,100000.0,1704,2016,1,0,0,0,1,0,0
536,73000.0,1323,2017,1,0,0,1,0,0,0
5110,87000.0,1155,2017,0,1,0,0,1,0,0
6601,97000.0,1794,2016,1,0,0,0,1,0,0
8874,48000.0,1068,2018,1,0,0,1,0,0,0
5115,66000.0,1854,2015,0,1,0,0,0,0,1
11999,119000.0,1866,2015,0,1,0,1,0,0,0
6425,66000.0,1643,2016,1,0,0,1,0,0,0
436,109000.0,1055,2018,1,0,0,1,0,0,0
15071,59000.0,1166,2017,0,1,0,0,1,0,0
7978,58000.0,1735,2016,1,0,0,1,0,0,0
1960,59000.0,1420,2017,0,1,0,1,0,0,0
13278,104000.0,1001,2018,0,1,0,0,1,0,0
12069,70000.0,1188,2017,1,0,0,1,0,0,0
14297,94000.0,1830,2015,0,1,0,0,1,0,0
12216,57000.0,1061,2018,1,0,0,0,1,0,0
10741,37000.0,980,2018,1,0,0,1,0,0,0
1479,59000.0,1130,2017,1,0,0,1,0,0,0
8077,87000.0,1155,2017,0,1,0,1,0,0,0
14710,52000.0,1767,2016,0,1,0,0,1,0,0
634,70000.0,1125,2017,0,1,0,0,1,0,0
4445,73000.0,1493,2016,0,1,0,0,0,1,0
16115,95000.0,1162,2017,1,0,0,1,0,0,0
4203,67000.0,2105,2015,0,1,0,1,0,0,0
13854,112000.0,970,2018,1,0,0,1,0,0,0
5823,49000.0,2388,2014,0,1,0,0,0,0,1
5720,58000.0,1330,2017,1,0,0,0,1,0,0
12063,99000.0,1531,2016,1,0,0,0,1,0,0
11719,65000.0,2188,2014,0,1,0,1,0,0,0
7326,89000.0,926,2018,0,1,0,1,0,0,0
6356,81000.0,1543,2016,1,0,0,1,0,0,0
2199,100000.0,946,2018,0,1,0,0,1,0,0
14056,68000.0,1181,2017,0,1,0,0,1,0,0
12797,60000.0,978,2018,0,1,0,0,1,0,0
7814,53000.0,1032,2018,0,1,0,0,0,0,1
3218,85000.0,1068,2018,1,0,0,1,0,0,0
8539,32000.0,903,2018,0,1,0,0,0,0,1
3156,49000.0,977,2018,1,0,0,0,0,1,0
12532,76000.0,2377,2014,0,1,0,1,0,0,0
8614,37000.0,2461,2014,0,1,0,0,1,0,0
7868,40000.0,1084,2017,0,1,0,0,0,0,1
4834,78000.0,1065,2018,1,0,0,1,0,0,0
574,59000.0,1178,2017,0,1,0,0,0,1,0
5939,37000.0,1099,2017,1,0,0,0,1,0,0
12368,51000.0,1470,2016,0,1,0,0,1,0,0
14307,92000.0,898,2018,1,0,0,0,1,0,0
9277,44000.0,1130,2017,0,1,0,0,1,0,0
344,70000.0,890,2018,1,0,0,1,0,0,0
16754,61000.0,1113,2017,0,1,0,1,0,0,0
4198,71000.0,894,2018,0,1,0,1,0,0,0
383,70000.0,1101,2017,0,1,0,1,0,0,0
9848,88000.0,1708,2016,0,1,0,1,0,0,0
16942,58000.0,900,2018,0,1,0,0,1,0,0
15611,94000.0,1470,2016,1,0,0,1,0,0,0
13396,44000.0,1121,2017,0,1,0,1,0,0,0
12742,66000.0,1066,2018,1,0,0,1,0,0,0
7057,54000.0,1498,2016,1,0,0,0,0,1,0
12202,78000.0,871,2018,0,1,0,1,0,0,0
14068,42000.0,1230,2017,0,1,0,1,0,0,0
13008,57000.0,1154,2017,1,0,0,0,1,0,0
13472,104000.0,1420,2017,0,1,0,0,1,0,0
5938,87000.0,1750,2016,1,0,0,1,0,0,0
3514,38000.0,1825,2015,0,1,0,1,0,0,0
7168,60000.0,1182,2017,1,0,0,0,1,0,0
7529,62000.0,2001,2015,0,1,0,1,0,0,0
3209,71000.0,934,2018,0,1,0,0,1,0,0
9514,55000.0,2089,2015,1,0,0,0,1,0,0
1853,99000.0,1086,2017,1,0,0,1,0,0,0
15711,94000.0,1785,2016,1,0,0,1,0,0,0
12048,41000.0,1886,2015,1,0,0,0,1,0,0
3330,39000.0,1127,2017,0,1,0,0,1,0,0
11669,55000.0,1052,2018,0,1,0,0,1,0,0
8444,69000.0,1178,2017,1,0,0,1,0,0,0
5303,98000.0,1060,2018,0,1,0,0,1,0,0
4290,55000.0,1847,2015,0,1,0,1,0,0,0
2442,61000.0,1328,2017,0,1,0,0,1,0,0
9047,55000.0,1174,2017,1,0,0,1,0,0,0
15930,74000.0,1559,2016,1,0,0,1,0,0,0
14349,38000.0,894,2018,0,1,0,0,0,0,1
5852,57000.0,1474,2016,0,1,0,0,1,0,0
3994,110000.0,993,2018,0,1,0,0,1,0,0
6227,67000.0,1232,2017,1,0,0,0,1,0,0
16553,84000.0,2050,2015,0,1,0,0,1,0,0
12852,93000.0,1618,2016,0,1,0,0,1,0,0
8970,87000.0,1046,2018,0,1,0,1,0,0,0
10498,45000.0,965,2018,0,1,0,0,1,0,0
6762,67000.0,1149,2017,1,0,0,1,0,0,0
1537,93000.0,1468,2016,0,1,0,0,1,0,0
8856,47000.0,875,2018,1,0,0,0,1,0,0
3259,49000.0,1083,2017,0,1,0,1,0,0,0
6554,35000.0,1107,2017,0,1,0,0,1,0,0
9622,56000.0,1566,2016,0,1,0,0,1,0,0
15884,78000.0,1560,2016,1,0,0,1,0,0,0
6168,39000.0,2045,2015,0,1,0,1,0,0,0
10461,40000.0,2357,2014,0,1,0,0,1,0,0
673,61000.0,1225,2017,0,1,0,1,0,0,0
1678,48000.0,2051,2015,0,1,0,0,0,0,1
6292,85000.0,1546,2016,1,0,0,0,1,0,0
3146,99000.0,876,2018,0,1,0,1,0,0,0
14621,98000.0,1424,2017,1,0,0,0,1,0,0
14249,67000.0,1908,2015,1,0,0,1,0,0,0
8240,54000.0,960,2018,0,1,0,0,0,0,1
1093,55000.0,1130,2017,0,1,0,0,1,0,0
16362,78000.0,1204,2017,0,1,0,0,1,0,0
3842,86000.0,981,2018,0,1,0,1,0,0,0
5341,91000.0,1144,2017,1,0,0,1,0,0,0
11465,41000.0,2040,2015,0,1,0,0,1,0,0
13536,78000.0,1761,2016,1,0,0,1,0,0,0
16277,47000.0,1116,2017,1,0,0,0,1,0,0
116,89000.0,1911,2015,0,0,1,1,0,0,0
11747,76000.0,974,2018,0,1,0,1,0,0,0
15721,77000.0,1036,2018,0,1,0,0,1,0,0
4116,82000.0,1717,2016,0,1,0,1,0,0,0
12214,56000.0,1199,2017,0,1,0,0,0,0,1
13338,35000.0,2156,2015,1,0,0,0,0,0,1
16791,71000.0,1374,2017,1,0,0,1,0,0,0
3537,40000.0,1172,2017,0,1,0,0,0,1,0
374,33000.0,1225,2017,0,1,0,1,0,0,0
9835,55000.0,2074,2015,0,1,0,1,0,0,0
16450,84000.0,2048,2015,1,0,0,1,0,0,0
16546,100000.0,1061,2018,1,0,0,1,0,0,0
12121,112000.0,1148,2017,0,1,0,1,0,0,0
6766,53000.0,1149,2017,0,1,0,0,0,0,1
15090,31000.0,2041,2015,0,1,0,0,1,0,0
32,50000.0,2207,2014,0,1,0,1,0,0,0
15253,61000.0,1828,2015,0,1,0,1,0,0,0
13285,73000.0,1078,2017,1,0,0,0,1,0,0
4321,72000.0,1643,2016,1,0,0,1,0,0,0
4978,64000.0,1138,2017,0,1,0,0,0,1,0
11688,53000.0,1137,2017,1,0,0,1,0,0,0
13826,65000.0,983,2018,0,1,0,0,1,0,0
5473,74000.0,1108,2017,0,1,0,1,0,0,0
9738,71000.0,934,2018,0,1,0,1,0,0,0
11028,117000.0,890,2018,1,0,0,1,0,0,0
13061,64000.0,900,2018,0,1,0,1,0,0,0
12317,57000.0,900,2018,1,0,0,1,0,0,0
16871,52000.0,1105,2017,1,0,0,0,0,1,0
11318,77000.0,1868,2015,1,0,0,0,1,0,0
709,93000.0,1267,2017,1,0,0,0,1,0,0
2813,64000.0,1764,2016,1,0,0,1,0,0,0
1913,92000.0,1192,2017,1,0,0,0,1,0,0
10345,119000.0,1191,2017,1,0,0,1,0,0,0
5348,76000.0,1245,2017,0,1,0,0,1,0,0
8391,95000.0,1712,2016,0,1,0,1,0,0,0
9333,46000.0,1906,2015,1,0,0,0,0,1,0
6999,65000.0,1206,2017,0,1,0,1,0,0,0
1996,98000.0,2670,2013,1,0,0,1,0,0,0
5635,62000.0,993,2018,1,0,0,1,0,0,0
2645,58000.0,1661,2016,0,1,0,1,0,0,0
7348,77000.0,1053,2018,1,0,0,1,0,0,0
7362,62000.0,914,2018,1,0,0,0,1,0,0
14334,70000.0,1176,2017,0,1,0,1,0,0,0
4668,51000.0,972,2018,1,0,0,0,0,0,1
14620,74000.0,2693,2013,0,1,0,0,1,0,0
755,69000.0,1650,2016,0,1,0,1,0,0,0
4536,119000.0,1321,2017,1,0,0,1,0,0,0
2192,75000.0,904,2018,0,1,0,1,0,0,0
5725,114000.0,1607,2016,0,1,0,1,0,0,0
14991,118000.0,1085,2017,0,1,0,1,0,0,0
11689,39000.0,1328,2017,0,1,0,1,0,0,0
6659,88000.0,1003,2018,0,0,1,1,0,0,0
5079,73000.0,998,2018,0,1,0,0,0,0,1
10870,34000.0,1238,2017,1,0,0,1,0,0,0
7474,112000.0,1150,2017,1,0,0,1,0,0,0
14619,59000.0,1023,2018,0,1,0,0,1,0,0
14978,49000.0,1454,2016,0,1,0,0,0,0,1
4401,96000.0,878,2018,1,0,0,0,1,0,0
15419,73000.0,1073,2018,0,1,0,1,0,0,0
5689,75000.0,1072,2018,1,0,0,0,1,0,0
